,eventid,iyear,imonth,iday,country,country_txt,region,region_txt,city,latitude,longitude,success,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,weaptype1,weaptype1_txt,weapdetail,nkill,nkillus,nwound,nwoundus,location
151013,201507250028,2015,7,25,42,Chad,11,Sub-Saharan Africa,Medi Kouta,13.443889000000002,14.594722,1,2,Armed Assault,14,Private Citizens & Property,42.0,Chad,5,Firearms,,13.0,0.0,,0.0,
151048,201507260001,2015,7,26,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,1,3,Bombing/Explosion,7,Government (Diplomatic),44.0,China,6,Explosives,,18.0,0.0,41.0,0.0,
151077,201507260063,2015,7,26,147,Nigeria,11,Sub-Saharan Africa,Damaturu,11.744639999999999,11.970257,1,3,Bombing/Explosion,14,Private Citizens & Property,147.0,Nigeria,6,Explosives,,20.0,0.0,47.0,0.0,
151100,201507270024,2015,7,27,228,Yemen,10,Middle East & North Africa,Al-Anad,13.206995000000001,44.758297,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,228.0,Yemen,6,Explosives,An airstrike was used in the attack.,11.0,0.0,35.0,0.0,
151125,201507270065,2015,7,28,95,Iraq,10,Middle East & North Africa,Ramadi,33.420947999999996,43.295662,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,Three explosives-laden trucks and 12 roadside bombs were used in the attack.,21.0,0.0,,0.0,
151137,201507270104,2015,7,27,4,Afghanistan,6,South Asia,Qalay-i-Zal district,37.0,68.416667,1,9,Unknown,3,Police,4.0,Afghanistan,13,Unknown,,13.0,0.0,28.0,0.0,
151161,201507280063,2015,7,28,95,Iraq,10,Middle East & North Africa,Harijiyah,34.92832,43.501463,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,Three explosives-laden trucks were used in the attack.,12.0,0.0,21.0,0.0,
151165,201507280070,2015,7,28,200,Syria,10,Middle East & North Africa,Mirdash,35.448271999999996,36.248169,0,9,Unknown,4,Military,200.0,Syria,13,Unknown,,11.0,0.0,0.0,0.0,
151166,201507280101,2015,7,28,4,Afghanistan,6,South Asia,Marawara district,34.89,71.18,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,,27.0,0.0,17.0,0.0,
151170,201507290006,2015,7,29,153,Pakistan,6,South Asia,Shahwala,30.09477,71.18718199999999,1,2,Armed Assault,3,Police,153.0,Pakistan,5,Firearms,,14.0,0.0,6.0,0.0,
151175,201507290022,2015,7,29,228,Yemen,10,Middle East & North Africa,Lakmah,13.733332999999998,44.666667,1,3,Bombing/Explosion,14,Private Citizens & Property,228.0,Yemen,6,Explosives,Tanks and mortars were used in the attack.,15.0,0.0,,0.0,
151191,201507290062,2015,7,29,95,Iraq,10,Middle East & North Africa,Ramadi,33.420947999999996,43.295662,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,Two explosives-laden military Humvees were used in the attack.,14.0,0.0,8.0,0.0,
151211,201507300025,2015,7,30,200,Syria,10,Middle East & North Africa,Sarin,36.58749,38.301998,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,200.0,Syria,6,Explosives,An explosives-laden belt and firearms were used in the attack.,18.0,0.0,15.0,0.0,
151247,201507310043,2015,7,31,147,Nigeria,11,Sub-Saharan Africa,Kukuwa-Gari,11.273867999999998,11.999819,1,2,Armed Assault,14,Private Citizens & Property,147.0,Nigeria,5,Firearms,,25.0,0.0,3.0,0.0,
151257,201507310065,2015,7,31,200,Syria,10,Middle East & North Africa,Aleppo,36.201721,37.14352,1,9,Unknown,4,Military,200.0,Syria,13,Unknown,,34.0,0.0,,0.0,
151258,201507310066,2015,7,31,4,Afghanistan,6,South Asia,Gurziwan district,35.631667,65.27972199999999,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,,25.0,0.0,24.0,0.0,
151259,201507310067,2015,7,31,4,Afghanistan,6,South Asia,Chechkatu,35.710833,64.100278,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,,14.0,0.0,,0.0,
151286,201508010036,2015,8,1,4,Afghanistan,6,South Asia,Khas Uruzgan district,33.0362,66.713864,1,5,Hostage Taking (Barricade Incident),3,Police,4.0,Afghanistan,5,Firearms,,25.0,0.0,21.0,0.0,
151322,201508020060,2015,8,2,147,Nigeria,11,Sub-Saharan Africa,Malari,11.655408,13.412932000000001,1,2,Armed Assault,14,Private Citizens & Property,147.0,Nigeria,5,Firearms,AK-47 assault rifles and petrol bombs were used in the attack.,13.0,0.0,27.0,0.0,
151330,201508020073,2015,8,2,95,Iraq,10,Middle East & North Africa,Mosul,36.354145,43.143570000000004,1,6,Hostage Taking (Kidnapping),3,Police,95.0,Iraq,5,Firearms,Rifles were used in the attack.,15.0,0.0,0.0,0.0,
151358,201508030029,2015,8,3,123,Mali,11,Sub-Saharan Africa,Gourma Rharous,16.880217000000002,-1.9230720000000001,1,2,Armed Assault,4,Military,123.0,Mali,5,Firearms,,11.0,0.0,1.0,0.0,
151424,201508040090,2015,8,4,147,Nigeria,11,Sub-Saharan Africa,Maduwari,12.847211999999999,13.666301999999998,1,2,Armed Assault,14,Private Citizens & Property,147.0,Nigeria,5,Firearms,,22.0,0.0,,0.0,
151465,201508050066,2015,8,5,95,Iraq,10,Middle East & North Africa,Unknown,33.773348999999996,45.149451,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,,14.0,0.0,9.0,0.0,
151481,201508050105,2015,8,5,200,Syria,10,Middle East & North Africa,Qaryatayn,34.227745,37.244217,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,,23.0,0.0,,0.0,
151482,201508050106,2015,8,5,200,Syria,10,Middle East & North Africa,Qaryatayn,34.227745,37.244217,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,,23.0,0.0,,0.0,
151483,201508050107,2015,8,5,200,Syria,10,Middle East & North Africa,Qaryatayn,34.227745,37.244217,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,,22.0,0.0,,0.0,
151495,201508060043,2015,8,6,173,Saudi Arabia,10,Middle East & North Africa,Abha,18.223461,42.526051,1,3,Bombing/Explosion,15,Religious Figures/Institutions,173.0,Saudi Arabia,6,Explosives,An explosives-laden belt was used in the attack.,16.0,0.0,9.0,0.0,
151510,201508060099,2015,8,6,153,Pakistan,6,South Asia,Sper Kot,33.558414,70.696106,1,2,Armed Assault,4,Military,153.0,Pakistan,5,Firearms,,11.0,0.0,1.0,0.0,
151522,201508070010,2015,8,7,123,Mali,11,Sub-Saharan Africa,Sevare,14.527126,-4.094176,1,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),422.0,International,6,Explosives,"An explosives-laden belt, other explosive devices, and small arms were used in the attack.",13.0,0.0,2.0,0.0,
151527,201508070020,2015,8,7,4,Afghanistan,6,South Asia,Kabul,34.516895,69.14701099999999,1,3,Bombing/Explosion,2,Government (General),4.0,Afghanistan,6,Explosives,An explosives-laden truck was used in the attack.,16.0,0.0,400.0,0.0,
151528,201508070021,2015,8,7,4,Afghanistan,6,South Asia,Kabul,34.516895,69.14701099999999,1,3,Bombing/Explosion,3,Police,4.0,Afghanistan,6,Explosives,An explosives-laden vest was used in the attack.,26.0,0.0,25.0,0.0,
151529,201508070022,2015,8,7,4,Afghanistan,6,South Asia,Kabul,34.516895,69.14701099999999,1,3,Bombing/Explosion,4,Military,422.0,International,6,Explosives,,11.0,1.0,,0.0,
151536,201508070050,2015,8,7,94,Iran,10,Middle East & North Africa,Marivan,35.521797,46.183594,1,9,Unknown,4,Military,94.0,Iran,13,Unknown,,20.0,0.0,0.0,0.0,
151557,201508070088,2015,8,7,228,Yemen,10,Middle East & North Africa,Unknown,13.057841999999999,44.883283,1,3,Bombing/Explosion,4,Military,228.0,Yemen,6,Explosives,,15.0,0.0,20.0,0.0,
151574,201508080042,2015,8,8,4,Afghanistan,6,South Asia,Bandar-i-Shurab,36.681449,69.11490500000001,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,4.0,Afghanistan,6,Explosives,A car filled with homemade explosive devices was used in the attack.,23.0,0.0,19.0,0.0,
151632,201508090107,2015,8,9,200,Syria,10,Middle East & North Africa,Unknown,36.2065,37.160027,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,Three explosives-laden vehicles were used in the attack.,44.0,0.0,,0.0,
151635,201508100002,2015,8,10,95,Iraq,10,Middle East & North Africa,Huwaydir,33.770897,44.624748,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,52.0,0.0,80.0,0.0,
151661,201508100061,2015,8,10,214,Ukraine,9,Eastern Europe,Starohnativka,47.541171999999996,37.780678,1,3,Bombing/Explosion,4,Military,214.0,Ukraine,6,Explosives,"Tanks, armored personnel carriers, 122-mm artillery, and Grad multiple rocket launchers were used in the attack.",143.0,0.0,30.0,0.0,
151677,201508100118,2015,8,10,200,Syria,10,Middle East & North Africa,Fuah,35.982760999999996,36.704646999999994,1,3,Bombing/Explosion,14,Private Citizens & Property,200.0,Syria,6,Explosives,,20.0,0.0,,0.0,
151688,201508110013,2015,8,11,4,Afghanistan,6,South Asia,Musa Qala district,32.345101,64.772181,1,2,Armed Assault,3,Police,4.0,Afghanistan,5,Firearms,,14.0,0.0,2.0,0.0,
151703,201508110047,2015,8,11,147,Nigeria,11,Sub-Saharan Africa,Sabon Gari,10.592003,12.207662,1,3,Bombing/Explosion,14,Private Citizens & Property,147.0,Nigeria,6,Explosives,An explosive device concealed in a knapsack was used in the attack.,48.0,0.0,52.0,0.0,
151736,201508120026,2015,8,12,4,Afghanistan,6,South Asia,Akazai,35.640884,63.309948,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,,11.0,0.0,6.0,0.0,
151737,201508120028,2015,8,12,37,Cameroon,11,Sub-Saharan Africa,Blame,12.331024000000001,14.571228,1,2,Armed Assault,14,Private Citizens & Property,37.0,Cameroon,8,Incendiary,,18.0,0.0,,0.0,
151746,201508120081,2015,8,12,4,Afghanistan,6,South Asia,Musa Qala district,32.357991999999996,64.777245,1,9,Unknown,3,Police,4.0,Afghanistan,13,Unknown,,14.0,0.0,2.0,0.0,
151750,201508120090,2015,8,12,95,Iraq,10,Middle East & North Africa,Khubaz,33.7,42.216667,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,An unspecified number of roadside bombs were used in the attack.,14.0,0.0,10.0,0.0,
151774,201508130001,2015,8,13,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,An explosives-laden refrigerator truck was used in the attack.,68.0,0.0,152.0,0.0,
151792,201508130063,2015,8,13,147,Nigeria,11,Sub-Saharan Africa,Kukuwa-Gari,11.611388,11.919165,1,2,Armed Assault,14,Private Citizens & Property,147.0,Nigeria,5,Firearms,,174.0,0.0,,0.0,
151823,201508140031,2015,8,14,113,Libya,10,Middle East & North Africa,Sirte,31.197585999999998,16.586681,1,2,Armed Assault,1,Business,113.0,Libya,8,Incendiary,,22.0,0.0,,0.0,
151859,201508150021,2015,8,15,95,Iraq,10,Middle East & North Africa,Baiji,34.92485,43.491413,1,2,Armed Assault,4,Military,95.0,Iraq,5,Firearms,,14.0,0.0,,0.0,
151863,201508150053,2015,8,15,182,Somalia,11,Sub-Saharan Africa,Beledweyne,4.73538,45.2024,1,9,Unknown,4,Military,182.0,Somalia,13,Unknown,,25.0,0.0,40.0,0.0,
151897,201508160015,2015,8,16,153,Pakistan,6,South Asia,Shadi Khan,33.924563,72.379948,1,1,Assassination,2,Government (General),153.0,Pakistan,6,Explosives,,22.0,0.0,17.0,0.0,
151915,201508160091,2015,8,16,95,Iraq,10,Middle East & North Africa,Fallujah,33.349159,43.784199,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,At least three explosives-laden military vehicles were used in the attack.,18.0,0.0,15.0,0.0,
151919,201508160102,2015,8,16,4,Afghanistan,6,South Asia,Abtauda,34.881999,63.837662,1,6,Hostage Taking (Kidnapping),3,Police,4.0,Afghanistan,5,Firearms,,17.0,0.0,,0.0,
151934,201508170004,2015,8,17,205,Thailand,5,Southeast Asia,Bangkok,13.785793,100.560852,1,3,Bombing/Explosion,15,Religious Figures/Institutions,205.0,Thailand,6,Explosives,An explosives-laden motorcycle with a three kilogram industrial pipe containing TNT and .5 centimeter ball bearings was used in the attack.,20.0,0.0,123.0,0.0,
151971,201508180008,2015,8,18,228,Yemen,10,Middle East & North Africa,Aqaba Tharaa,13.129023000000002,45.020269,1,9,Unknown,17,Terrorists/Non-State Militia,228.0,Yemen,13,Unknown,,80.0,0.0,,0.0,
151991,201508180075,2015,8,18,95,Iraq,10,Middle East & North Africa,Baiji,34.92485,43.491413,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,95.0,Iraq,6,Explosives,,22.0,0.0,4.0,0.0,
152005,201508190002,2015,8,19,228,Yemen,10,Middle East & North Africa,Taizz,13.586484,44.024105,1,3,Bombing/Explosion,14,Private Citizens & Property,228.0,Yemen,6,Explosives,Mortars were used in the attack.,11.0,0.0,36.0,0.0,
152025,201508190036,2015,8,19,200,Syria,10,Middle East & North Africa,Qamishli,37.05336,41.227345,1,3,Bombing/Explosion,3,Police,200.0,Syria,6,Explosives,An explosives-laden truck was used in the attack.,12.0,0.0,29.0,0.0,
152038,201508190124,2015,8,19,200,Syria,10,Middle East & North Africa,Harasta,33.561504,36.368763,1,3,Bombing/Explosion,1,Business,200.0,Syria,6,Explosives,,30.0,0.0,20.0,0.0,
152040,201508190128,2015,8,24,200,Syria,10,Middle East & North Africa,Ras al-Ain,36.847954,40.070617999999996,1,9,Unknown,17,Terrorists/Non-State Militia,200.0,Syria,13,Unknown,,40.0,0.0,,0.0,
152095,201508210040,2015,8,21,95,Iraq,10,Middle East & North Africa,Ramadi district,33.416667,43.3,1,9,Unknown,4,Military,95.0,Iraq,13,Unknown,,25.0,0.0,,0.0,
152096,201508210041,2015,8,21,95,Iraq,10,Middle East & North Africa,Ramadi district,33.416667,43.3,1,9,Unknown,4,Military,95.0,Iraq,13,Unknown,,25.0,0.0,,0.0,
152102,201508210093,2015,8,22,200,Syria,10,Middle East & North Africa,Kuwayris,36.186638,37.583084,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,,30.0,0.0,,0.0,
152121,201508220007,2015,8,22,4,Afghanistan,6,South Asia,Kabul,34.516895,69.14701099999999,1,3,Bombing/Explosion,4,Military,422.0,International,6,Explosives,A Toyota sedan was used in the attack.,13.0,3.0,61.0,0.0,
152123,201508220010,2015,8,22,182,Somalia,11,Sub-Saharan Africa,Kismayo,-0.35784699999999997,42.54665,1,3,Bombing/Explosion,4,Military,182.0,Somalia,6,Explosives,An explosives-laden minibus was used in the attack.,27.0,0.0,30.0,0.0,
152129,201508220021,2015,8,22,95,Iraq,10,Middle East & North Africa,Sinjar,36.319386,41.861473,0,9,Unknown,14,Private Citizens & Property,95.0,Iraq,13,Unknown,,20.0,0.0,,0.0,
152142,201508220039,2015,8,22,228,Yemen,10,Middle East & North Africa,Aqaba Tharaa,13.745574,45.686371,1,9,Unknown,17,Terrorists/Non-State Militia,228.0,Yemen,13,Unknown,,24.0,0.0,,0.0,
152194,201508230045,2015,8,23,147,Nigeria,11,Sub-Saharan Africa,Faljari,11.981116,13.754959,0,1,Assassination,4,Military,147.0,Nigeria,5,Firearms,,11.0,0.0,,0.0,
152197,201508230049,2015,8,23,95,Iraq,10,Middle East & North Africa,Ramadi district,33.416667,43.3,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,Mortars were used in the attack.,25.0,0.0,1.0,0.0,
152201,201508230053,2015,8,24,95,Iraq,10,Middle East & North Africa,Qarbat Albu Hayyat,34.006023,42.421603999999995,0,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,"Three explosives-laden vehicles, including a military vehicle, were used in the attack.",14.0,0.0,,0.0,
152223,201508240006,2015,8,24,228,Yemen,10,Middle East & North Africa,Taizz,13.586484,44.024105,1,3,Bombing/Explosion,14,Private Citizens & Property,228.0,Yemen,6,Explosives,Two Katyusha rockets were used in the attack.,13.0,0.0,6.0,0.0,
152242,201508240042,2015,8,24,95,Iraq,10,Middle East & North Africa,Ramadi district,33.416667,43.3,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,"Three explosives-laden vehicles, including two fuel trucks, were used in the attack.",11.0,0.0,6.0,0.0,
152260,201508250008,2015,8,25,4,Afghanistan,6,South Asia,Musa Qala,32.361961,64.78363,1,9,Unknown,14,Private Citizens & Property,4.0,Afghanistan,13,Unknown,,25.0,0.0,40.0,0.0,
152284,201508250056,2015,8,25,147,Nigeria,11,Sub-Saharan Africa,Marfunudi,11.459902,13.771973999999998,1,2,Armed Assault,14,Private Citizens & Property,147.0,Nigeria,5,Firearms,,24.0,0.0,8.0,0.0,
152289,201508250061,2015,8,25,95,Iraq,10,Middle East & North Africa,Ramadi,33.420947999999996,43.295662,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,An explosives-laden military vehicle was used in the attack.,14.0,0.0,7.0,0.0,
152298,201508250077,2015,8,25,4,Afghanistan,6,South Asia,Unknown,32.918212,66.13440600000001,1,9,Unknown,3,Police,4.0,Afghanistan,13,Unknown,,19.0,0.0,0.0,0.0,
152302,201508250083,2015,8,25,200,Syria,10,Middle East & North Africa,Abu Adh Dhuhur,35.73494,37.103072,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,,34.0,0.0,,0.0,
152304,201508250117,2015,8,25,41,Central African Republic,11,Sub-Saharan Africa,Bambari district,5.764638,20.671951999999997,1,2,Armed Assault,19,Transportation,41.0,Central African Republic,5,Firearms,,42.0,0.0,,0.0,
152331,201508260044,2015,8,26,182,Somalia,11,Sub-Saharan Africa,Tuulo Barwaqo,3.516944,42.233889000000005,1,2,Armed Assault,2,Government (General),182.0,Somalia,5,Firearms,,43.0,0.0,16.0,0.0,
152378,201508270044,2015,8,27,4,Afghanistan,6,South Asia,Astana Baba,36.205009999999994,65.054289,1,6,Hostage Taking (Kidnapping),3,Police,4.0,Afghanistan,5,Firearms,,25.0,0.0,,0.0,
152420,201508280034,2015,8,28,147,Nigeria,11,Sub-Saharan Africa,Badu,12.70277,13.217873,1,2,Armed Assault,14,Private Citizens & Property,147.0,Nigeria,5,Firearms,,68.0,0.0,,0.0,
152466,201508290074,2015,8,29,200,Syria,10,Middle East & North Africa,Tall Rifat,36.472965,37.094359999999995,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,,11.0,0.0,,0.0,
152542,201508310050,2015,8,31,147,Nigeria,11,Sub-Saharan Africa,Fatawe,11.085792999999999,13.692484,1,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,147.0,Nigeria,5,Firearms,,24.0,0.0,,0.0,
152569,201509010013,2015,9,1,182,Somalia,11,Sub-Saharan Africa,Janale,1.808302,44.695141,1,6,Hostage Taking (Kidnapping),4,Military,422.0,International,6,Explosives,,97.0,0.0,,0.0,
152577,201509010021,2015,9,1,95,Iraq,10,Middle East & North Africa,Hadithah,34.160587,42.37254,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,Three explosives-laden vehicles were used in the attack.,12.0,0.0,2.0,0.0,
152584,201509010037,2015,9,1,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Kalende,-1.428373,28.074645,1,2,Armed Assault,4,Military,229.0,Democratic Republic of the Congo,5,Firearms,,16.0,0.0,,0.0,
152585,201509010038,2015,9,1,147,Nigeria,11,Sub-Saharan Africa,Kolori,11.156907,12.756605,1,2,Armed Assault,14,Private Citizens & Property,147.0,Nigeria,6,Explosives,Thrown explosive devices and firearms were used in the attack.,17.0,0.0,7.0,0.0,
152612,201509020023,2015,9,2,228,Yemen,10,Middle East & North Africa,Sanaa,15.325443,44.211895,1,3,Bombing/Explosion,15,Religious Figures/Institutions,228.0,Yemen,6,Explosives,,17.0,0.0,46.0,0.0,
152613,201509020024,2015,9,2,228,Yemen,10,Middle East & North Africa,Sanaa,15.325443,44.211895,1,3,Bombing/Explosion,15,Religious Figures/Institutions,228.0,Yemen,6,Explosives,An explosives-laden truck was used in the attack.,16.0,0.0,46.0,0.0,
152644,201509030011,2015,9,3,37,Cameroon,11,Sub-Saharan Africa,Kerawa,11.184199000000001,13.914285000000001,1,3,Bombing/Explosion,14,Private Citizens & Property,37.0,Cameroon,6,Explosives,,22.0,0.0,72.0,0.0,
152645,201509030012,2015,9,3,37,Cameroon,11,Sub-Saharan Africa,Kerawa,11.184199000000001,13.914285000000001,1,3,Bombing/Explosion,4,Military,37.0,Cameroon,6,Explosives,,22.0,0.0,71.0,0.0,
152672,201509040014,2015,9,4,147,Nigeria,11,Sub-Saharan Africa,Kirawa,11.185278,13.884167000000001,1,3,Bombing/Explosion,14,Private Citizens & Property,147.0,Nigeria,6,Explosives,AK-47 assault rifles were used in the attack.,48.0,0.0,101.0,0.0,
152673,201509040015,2015,9,4,147,Nigeria,11,Sub-Saharan Africa,Linmakara,11.089718,13.68837,1,3,Bombing/Explosion,14,Private Citizens & Property,147.0,Nigeria,6,Explosives,,31.0,0.0,,0.0,
152683,201509040031,2015,9,4,228,Yemen,10,Middle East & North Africa,Safer,15.566652,45.787139,1,3,Bombing/Explosion,4,Military,422.0,International,6,Explosives,A Toshka ballistic missile was used in the attack.,50.0,0.0,70.0,0.0,
152690,201509040038,2015,9,4,200,Syria,10,Middle East & North Africa,Suwayda,32.709763,36.567642,1,1,Assassination,15,Religious Figures/Institutions,200.0,Syria,6,Explosives,,13.0,0.0,11.0,0.0,
152691,201509040039,2015,9,4,200,Syria,10,Middle East & North Africa,Suwayda,32.709763,36.567642,1,3,Bombing/Explosion,1,Business,200.0,Syria,6,Explosives,,13.0,0.0,11.0,0.0,
152696,201509040054,2015,9,4,182,Somalia,11,Sub-Saharan Africa,Fafahdun,2.204822,41.619648,0,2,Armed Assault,4,Military,422.0,International,5,Firearms,,36.0,0.0,,0.0,
152718,201509050030,2015,9,5,4,Afghanistan,6,South Asia,Chapa Dara district,34.9569,70.750651,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,,15.0,0.0,26.0,0.0,
152719,201509050031,2015,9,5,4,Afghanistan,6,South Asia,Hazrat Bai,35.7642,66.650932,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,4.0,Afghanistan,5,Firearms,,13.0,0.0,0.0,0.0,
152724,201509050038,2015,9,5,4,Afghanistan,6,South Asia,Khwaja Gawhar,35.922251,64.28455600000001,1,9,Unknown,14,Private Citizens & Property,4.0,Afghanistan,13,Unknown,,14.0,0.0,2.0,0.0,
152758,201509060014,2015,9,6,209,Turkey,10,Middle East & North Africa,Daglica,37.370458,44.041046,1,3,Bombing/Explosion,4,Military,209.0,Turkey,6,Explosives,Remote-controlled roadside landmines and firearms were used in the attack.,17.0,0.0,5.0,0.0,
152763,201509060035,2015,9,6,153,Pakistan,6,South Asia,Khyber district,34.022975,71.293773,1,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,153.0,Pakistan,5,Firearms,,11.0,0.0,0.0,0.0,
152787,201509070020,2015,9,7,4,Afghanistan,6,South Asia,Rabat,33.5687,68.701766,1,2,Armed Assault,3,Police,4.0,Afghanistan,5,Firearms,,23.0,0.0,21.0,0.0,
152788,201509070021,2015,9,7,4,Afghanistan,6,South Asia,Maqbal,33.816537,69.925475,1,2,Armed Assault,3,Police,4.0,Afghanistan,5,Firearms,,36.0,0.0,23.0,0.0,
152796,201509070042,2015,9,7,95,Iraq,10,Middle East & North Africa,Fallujah,33.349159,43.784199,1,9,Unknown,4,Military,95.0,Iraq,13,Unknown,,14.0,0.0,9.0,0.0,
152797,201509070050,2015,9,7,200,Syria,10,Middle East & North Africa,Abu Adh Dhuhur,35.735614,37.093959000000005,1,6,Hostage Taking (Kidnapping),4,Military,200.0,Syria,6,Explosives,Rockets and firearms were used in the attack.,56.0,0.0,,0.0,
152805,201509070058,2015,9,9,200,Syria,10,Middle East & North Africa,Unknown,35.28798,40.308863,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,,54.0,0.0,50.0,0.0,
152828,201509080012,2015,9,8,209,Turkey,10,Middle East & North Africa,Hasankoy,39.916839,44.044637,1,3,Bombing/Explosion,3,Police,209.0,Turkey,6,Explosives,A roadside bomb was used in the attack.,14.0,0.0,,0.0,
152838,201509080039,2015,9,8,182,Somalia,11,Sub-Saharan Africa,Qoryoley,1.789637,44.529976,1,6,Hostage Taking (Kidnapping),4,Military,182.0,Somalia,5,Firearms,,19.0,0.0,4.0,0.0,
152873,201509090027,2015,9,9,228,Yemen,10,Middle East & North Africa,Taizz,13.586484,44.024105,1,9,Unknown,4,Military,228.0,Yemen,13,Unknown,,12.0,0.0,4.0,0.0,
152874,201509090028,2015,9,9,228,Yemen,10,Middle East & North Africa,Taizz,13.586484,44.024105,1,9,Unknown,4,Military,228.0,Yemen,13,Unknown,,12.0,0.0,4.0,0.0,
152875,201509090029,2015,9,9,228,Yemen,10,Middle East & North Africa,Taizz,13.586484,44.024105,1,9,Unknown,4,Military,228.0,Yemen,13,Unknown,,12.0,0.0,4.0,0.0,
152876,201509090030,2015,9,9,228,Yemen,10,Middle East & North Africa,Taizz,13.586484,44.024105,1,9,Unknown,4,Military,228.0,Yemen,13,Unknown,,11.0,0.0,3.0,0.0,
152877,201509090031,2015,9,9,228,Yemen,10,Middle East & North Africa,Taizz,13.586484,44.024105,1,9,Unknown,4,Military,228.0,Yemen,13,Unknown,,11.0,0.0,3.0,0.0,
152878,201509090032,2015,9,9,228,Yemen,10,Middle East & North Africa,Taizz,13.586484,44.024105,1,9,Unknown,4,Military,228.0,Yemen,13,Unknown,,11.0,0.0,3.0,0.0,
152894,201509090048,2015,9,9,95,Iraq,10,Middle East & North Africa,Al-Baghdadi,33.864799,42.536384999999996,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,"Explosives-laden vests, as well as other explosive devices, were used in the attack.",15.0,0.0,13.0,0.0,
152938,201509100050,2015,9,10,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Mamove,0.50103,29.454194,1,2,Armed Assault,4,Military,229.0,Democratic Republic of the Congo,5,Firearms,,13.0,0.0,4.0,0.0,
152952,201509110006,2015,9,11,4,Afghanistan,6,South Asia,Shah Wali Kot district,32.07005,66.13296899999999,1,3,Bombing/Explosion,3,Police,4.0,Afghanistan,6,Explosives,,12.0,0.0,8.0,0.0,
152955,201509110009,2015,9,11,4,Afghanistan,6,South Asia,Kamdesh district,35.40976,71.338548,1,9,Unknown,3,Police,4.0,Afghanistan,13,Unknown,,19.0,0.0,25.0,0.0,
152974,201509110036,2015,9,11,228,Yemen,10,Middle East & North Africa,Marib,15.515888,45.449807,1,3,Bombing/Explosion,14,Private Citizens & Property,228.0,Yemen,6,Explosives,Katyusha rockets were used in the attack.,20.0,0.0,16.0,0.0,
152979,201509110045,2015,9,11,200,Syria,10,Middle East & North Africa,Damascus,33.515244,36.292084,1,3,Bombing/Explosion,14,Private Citizens & Property,200.0,Syria,6,Explosives,Mortars were used in the attack.,11.0,0.0,20.0,0.0,
152994,201509120004,2015,9,12,4,Afghanistan,6,South Asia,Chinargai,33.510296999999994,70.051889,1,2,Armed Assault,3,Police,4.0,Afghanistan,5,Firearms,,13.0,0.0,15.0,0.0,
153004,201509120019,2015,9,12,95,Iraq,10,Middle East & North Africa,Baiji,34.92485,43.491413,1,9,Unknown,14,Private Citizens & Property,95.0,Iraq,13,Unknown,,18.0,0.0,8.0,0.0,
